,,Fitness,Fitness,Tiempo_seg,Tiempo_seg
,,mean,std,mean,std
Instancia,Experimento,,,,
BASE,A1_Cross_Horizontal,1.7551440329218104,0.07573755360823752,121.3639162460963,5.702872974678531
BASE,A1_Cross_TwoPoint,1.7314814814814812,0.07226941728976145,119.70661756197612,5.327409624695639
BASE,A2_Mut_Flip,1.8431069958847734,0.10066644876301575,116.39189228216807,3.0280873612928927
BASE,A2_Mut_Intercambio,1.834259259259259,0.072497003046723,120.38008517424265,10.272072379929423
BASE,A2_Mut_Reasignar,1.8650205761316871,0.10677201476148344,121.59480812549592,11.782415440044275
BASE,A3_Sel_Ranking,1.9674897119341561,0.10226458080827257,120.04783898194631,4.986458113482088
BASE,BASELINE,1.8514403292181068,0.09073897898587939,115.99668532212576,7.602845382631379
