Instancia,Experimento,Seed,Fitness,Tiempo_seg,Generaciones,Solucion_Valida
AJUSTADA,A1_Cross_TwoPoint,16,1.4229591836734692,87.55278468132019,150,True
AJUSTADA,A1_Cross_TwoPoint,17,1.7637755102040815,89.59352922439575,150,True
AJUSTADA,A1_Cross_TwoPoint,18,1.4658163265306121,89.46813821792603,150,True
AJUSTADA,A1_Cross_TwoPoint,19,1.7637755102040815,90.90971541404724,150,True
AJUSTADA,A1_Cross_TwoPoint,20,1.496428571428571,97.70140814781189,150,True
AJUSTADA,A1_Cross_TwoPoint,21,1.5188775510204078,100.24736499786377,150,True
AJUSTADA,A1_Cross_TwoPoint,22,1.5923469387755098,86.81302237510681,150,True
AJUSTADA,A1_Cross_TwoPoint,23,1.5683673469387756,85.8246443271637,150,True
AJUSTADA,A1_Cross_TwoPoint,24,2.0081632653061225,87.18076252937317,150,True
AJUSTADA,A1_Cross_TwoPoint,25,1.5285714285714287,88.81187534332275,150,True
AJUSTADA,A1_Cross_TwoPoint,26,1.443367346938775,86.96650075912476,150,True
AJUSTADA,A1_Cross_TwoPoint,27,1.4066326530612243,88.19600081443787,150,True
AJUSTADA,A1_Cross_TwoPoint,28,1.9841836734693876,87.5032000541687,150,True
AJUSTADA,A1_Cross_TwoPoint,29,1.9051020408163262,87.63899207115173,150,True
AJUSTADA,A1_Cross_TwoPoint,30,1.4887755102040812,87.82625889778137,150,True
AJUSTADA,A2_Mut_Flip,1,1.6852040816326528,100.15694332122803,150,True
AJUSTADA,A2_Mut_Flip,2,1.8724489795918369,98.55250763893127,150,True
AJUSTADA,A2_Mut_Flip,3,1.570918367346938,99.48088097572327,150,True
AJUSTADA,A2_Mut_Flip,4,1.7255102040816324,93.7169919013977,150,True
AJUSTADA,A2_Mut_Flip,5,1.525,89.86037230491638,150,True
AJUSTADA,A2_Mut_Flip,6,1.623469387755102,85.46374320983887,150,True
AJUSTADA,A2_Mut_Flip,7,2.1188775510204083,86.30552339553833,150,True
AJUSTADA,A2_Mut_Flip,8,1.5714285714285714,84.71599984169006,150,True
AJUSTADA,A2_Mut_Flip,9,1.5841836734693877,85.95286297798157,150,True
AJUSTADA,A2_Mut_Flip,10,2.220918367346939,84.43298316001892,150,True
AJUSTADA,A2_Mut_Flip,11,1.6071428571428568,84.20703983306885,150,True
AJUSTADA,A2_Mut_Flip,12,1.7025510204081633,84.26201844215393,150,True
AJUSTADA,A2_Mut_Flip,13,1.7846938775510202,84.74700999259949,150,True
AJUSTADA,A2_Mut_Flip,14,1.525,84.99919176101685,150,True
AJUSTADA,A2_Mut_Flip,15,1.9479591836734689,2897.0474350452423,150,True
AJUSTADA,A2_Mut_Flip,16,1.6862244897959182,82.28702163696289,150,True
AJUSTADA,A2_Mut_Flip,17,1.9479591836734689,84.94505786895752,150,True
AJUSTADA,A2_Mut_Flip,18,2.1530612244897958,84.66843914985657,150,True
AJUSTADA,A2_Mut_Flip,19,1.547959183673469,83.95115113258362,150,True
AJUSTADA,A2_Mut_Flip,20,2.4346938775510205,83.939523935318,150,True
AJUSTADA,A2_Mut_Flip,21,2.227551020408163,88.67026352882385,150,True
AJUSTADA,A2_Mut_Flip,22,1.6270408163265304,85.08522415161133,150,True
AJUSTADA,A2_Mut_Flip,23,1.525,89.8612163066864,150,True
AJUSTADA,A2_Mut_Flip,24,1.8821428571428571,93.39385676383972,150,True
AJUSTADA,A2_Mut_Flip,25,1.761224489795918,83.72379899024963,150,True
AJUSTADA,A2_Mut_Flip,26,1.547959183673469,86.96382355690002,150,True
AJUSTADA,A2_Mut_Flip,27,1.6433673469387755,84.41099333763123,150,True
AJUSTADA,A2_Mut_Flip,28,1.5918367346938773,86.03139185905457,150,True
AJUSTADA,A2_Mut_Flip,29,1.9760204081632646,83.41842937469482,150,True
AJUSTADA,A2_Mut_Flip,30,1.6163265306122447,83.34994006156921,150,True
AJUSTADA,A2_Mut_Intercambio,1,2.2801020408163266,91.80838537216187,150,True
AJUSTADA,A2_Mut_Intercambio,2,1.5959183673469388,93.61318182945251,150,True
AJUSTADA,A2_Mut_Intercambio,3,1.7469387755102037,94.08320713043213,150,True
AJUSTADA,A2_Mut_Intercambio,4,2.2010204081632656,90.63488698005676,150,True
AJUSTADA,A2_Mut_Intercambio,5,1.6969387755102043,87.7930097579956,150,True
AJUSTADA,A2_Mut_Intercambio,6,1.7693877551020407,88.55784058570862,150,True
AJUSTADA,A2_Mut_Intercambio,7,2.0357142857142856,88.95377731323242,150,True
AJUSTADA,A2_Mut_Intercambio,8,1.7397959183673484,89.50608730316162,150,True
AJUSTADA,A2_Mut_Intercambio,9,1.6632653061224492,90.11010646820068,150,True
AJUSTADA,A2_Mut_Intercambio,10,1.599489795918367,94.12404608726501,150,True
AJUSTADA,A2_Mut_Intercambio,11,2.0045918367346935,99.36846709251404,150,True
AJUSTADA,A2_Mut_Intercambio,12,1.5678571428571426,94.22331595420837,150,True
AJUSTADA,A2_Mut_Intercambio,13,1.724489795918367,101.00115895271301,150,True
AJUSTADA,A2_Mut_Intercambio,14,1.587244897959183,99.0963876247406,150,True
AJUSTADA,A2_Mut_Intercambio,15,1.5556122448979588,98.81517124176025,150,True
AJUSTADA,A2_Mut_Intercambio,16,2.4499999999999997,96.41198515892029,150,True
AJUSTADA,A2_Mut_Intercambio,17,1.6882653061224484,95.38313794136047,150,True
AJUSTADA,A2_Mut_Intercambio,18,1.7469387755102037,96.19242644309998,150,True
AJUSTADA,A2_Mut_Intercambio,19,1.7948979591836736,96.66398882865906,150,True
AJUSTADA,A2_Mut_Intercambio,20,1.6204081632653058,98.24593305587769,150,True
AJUSTADA,A2_Mut_Intercambio,21,1.8010204081632653,94.41941523551941,150,True
AJUSTADA,A2_Mut_Intercambio,22,1.805102040816326,96.72868967056274,150,True
AJUSTADA,A2_Mut_Intercambio,23,1.6433673469387755,95.45100545883179,150,True
AJUSTADA,A2_Mut_Intercambio,24,1.7091836734693875,101.15976452827454,150,True
AJUSTADA,A2_Mut_Intercambio,25,1.5678571428571426,96.69776368141174,150,True
AJUSTADA,A2_Mut_Intercambio,26,1.896428571428571,98.3191831111908,150,True
AJUSTADA,A2_Mut_Intercambio,27,1.4897959183673464,100.40158128738403,150,True
AJUSTADA,A2_Mut_Intercambio,28,1.7025510204081633,112.1831328868866,150,True
AJUSTADA,A2_Mut_Intercambio,29,1.6938775510204087,97.42813992500305,150,True
AJUSTADA,A2_Mut_Intercambio,30,2.031122448979594,100.350102186203,150,True
AJUSTADA,A2_Mut_Reasignar,1,2.5617346938775514,87.7013738155365,150,True
AJUSTADA,A2_Mut_Reasignar,2,1.6234693877551019,495.64079236984253,150,True
AJUSTADA,A2_Mut_Reasignar,3,2.220918367346939,85.42010617256165,150,True
AJUSTADA,A2_Mut_Reasignar,4,2.102551020408163,86.68522596359253,150,True
AJUSTADA,A2_Mut_Reasignar,5,1.865816326530612,87.7010326385498,150,True
AJUSTADA,A2_Mut_Reasignar,6,1.4229591836734692,87.07353043556213,150,True
AJUSTADA,A2_Mut_Reasignar,7,1.7693877551020407,87.38016986846924,150,True
AJUSTADA,A2_Mut_Reasignar,8,1.6632653061224492,88.8710663318634,150,True
AJUSTADA,A2_Mut_Reasignar,9,1.943877551020408,86.74213099479675,150,True
AJUSTADA,A2_Mut_Reasignar,10,1.6433673469387755,85.73763132095337,150,True
AJUSTADA,A2_Mut_Reasignar,11,1.6102040816326526,88.64432621002197,150,True
AJUSTADA,A2_Mut_Reasignar,12,1.5989795918367349,86.48863863945007,150,True
AJUSTADA,A2_Mut_Reasignar,13,1.5979591836734692,4181.498079776764,150,True
AJUSTADA,A2_Mut_Reasignar,14,1.5188775510204078,84.92803239822388,150,True
AJUSTADA,A2_Mut_Reasignar,15,1.4658163265306121,87.33197355270386,150,True
AJUSTADA,A2_Mut_Reasignar,16,1.9454081632653057,87.43714261054993,150,True
AJUSTADA,A2_Mut_Reasignar,17,2.0071428571428567,91.60770797729492,150,True
AJUSTADA,A2_Mut_Reasignar,18,1.531632653061224,89.78328084945679,150,True
AJUSTADA,A2_Mut_Reasignar,19,2.0969387755102042,86.80779576301575,150,True
AJUSTADA,A2_Mut_Reasignar,20,1.4658163265306121,87.3565320968628,150,True
AJUSTADA,A2_Mut_Reasignar,21,1.5678571428571426,88.11625289916992,150,True
AJUSTADA,A2_Mut_Reasignar,22,1.6005102040816326,86.08401322364807,150,True
AJUSTADA,A2_Mut_Reasignar,23,1.4219387755102035,86.6966278553009,150,True
AJUSTADA,A2_Mut_Reasignar,24,1.8229591836734693,87.31697130203247,150,True
AJUSTADA,A2_Mut_Reasignar,25,1.5841836734693877,86.15510821342468,150,True
AJUSTADA,A2_Mut_Reasignar,26,1.5841836734693877,87.42834258079529,150,True
AJUSTADA,A2_Mut_Reasignar,27,1.4066326530612243,86.76300048828125,150,True
AJUSTADA,A2_Mut_Reasignar,28,1.5918367346938773,526.4469649791718,150,True
AJUSTADA,A2_Mut_Reasignar,29,1.525,99.74383211135864,150,True
AJUSTADA,A2_Mut_Reasignar,30,1.8219387755102034,96.46538662910461,150,True
AJUSTADA,A3_Sel_Ranking,1,1.9173469387755109,112.09120726585388,150,True
AJUSTADA,A3_Sel_Ranking,2,2.0244897959183676,169.13093519210815,150,True
AJUSTADA,A3_Sel_Ranking,3,1.9755102040816321,147.72475838661194,150,True
AJUSTADA,A3_Sel_Ranking,4,2.2346938775510194,136.7461919784546,150,True
AJUSTADA,A3_Sel_Ranking,5,1.8836734693877555,132.71915578842163,150,True
AJUSTADA,A3_Sel_Ranking,6,1.951020408163266,142.5968894958496,150,True
AJUSTADA,A3_Sel_Ranking,7,1.8806122448979599,136.28595876693726,150,True
AJUSTADA,A3_Sel_Ranking,8,2.0214285714285722,123.39548563957214,150,True
AJUSTADA,A3_Sel_Ranking,9,1.7357142857142853,124.22443175315857,150,True
AJUSTADA,A3_Sel_Ranking,10,1.8770408163265302,124.92118072509766,150,True
AJUSTADA,A3_Sel_Ranking,11,2.0459183673469394,123.92035412788391,150,True
AJUSTADA,A3_Sel_Ranking,12,1.6938775510204085,125.62273049354553,150,True
AJUSTADA,A3_Sel_Ranking,13,2.0122448979591843,124.80387425422668,150,True
AJUSTADA,A3_Sel_Ranking,14,1.8836734693877557,121.22936391830444,150,True
AJUSTADA,A3_Sel_Ranking,15,2.464285714285715,122.64383935928345,150,True
AJUSTADA,A3_Sel_Ranking,16,1.8775510204081636,128.7294797897339,150,True
AJUSTADA,A3_Sel_Ranking,17,2.4795918367346945,126.71337389945984,150,True
AJUSTADA,A3_Sel_Ranking,18,2.0612244897959187,124.55622434616089,150,True
AJUSTADA,A3_Sel_Ranking,19,1.7887755102040823,121.85023164749146,150,True
AJUSTADA,A3_Sel_Ranking,20,2.0913265306122444,122.25452065467834,150,True
AJUSTADA,A3_Sel_Ranking,21,2.174489795918368,122.73321771621704,150,True
AJUSTADA,A3_Sel_Ranking,22,2.217857142857143,124.14471650123596,150,True
AJUSTADA,A3_Sel_Ranking,23,1.908163265306123,124.74083995819092,150,True
AJUSTADA,A3_Sel_Ranking,24,1.9602040816326536,124.68998169898987,150,True
AJUSTADA,A3_Sel_Ranking,25,2.0306122448979598,124.71731066703796,150,True
AJUSTADA,A3_Sel_Ranking,26,1.9903061224489793,115.92867588996887,150,True
AJUSTADA,A3_Sel_Ranking,27,1.954081632653062,93.97472786903381,150,True
AJUSTADA,A3_Sel_Ranking,28,1.801020408163266,95.17531657218933,150,True
AJUSTADA,A3_Sel_Ranking,29,1.9020408163265308,93.73923110961914,150,True
AJUSTADA,A3_Sel_Ranking,30,2.0122448979591847,95.51987648010254,150,True
AJUSTADA,BASELINE,1,2.1612244897959187,111.37992072105408,150,True
AJUSTADA,BASELINE,2,1.8295918367346933,113.12504506111145,150,Truee
AJUSTADA,BASELINE,3,1.6510204081632651,118.90266799926758,150,True
AJUSTADA,BASELINE,4,1.6081632653061226,121.27103853225708,150,True
AJUSTADA,BASELINE,5,1.4658163265306121,153.842622756958,150,True
AJUSTADA,BASELINE,6,1.6433673469387755,117.13630270957947,150,True
AJUSTADA,BASELINE,7,1.7734693877551022,122.60353994369507,150,True
AJUSTADA,BASELINE,8,1.6357142857142861,114.04908800125122,150,True
AJUSTADA,BASELINE,9,1.5678571428571428,116.04922914505005,150,True
AJUSTADA,BASELINE,10,1.6897959183673465,119.73660850524902,150,True
AJUSTADA,BASELINE,11,2.2744897959183676,82.2412462234497,150,True
AJUSTADA,BASELINE,12,1.712244897959184,83.41021990776062,150,True
AJUSTADA,BASELINE,13,1.553061224489796,87.12597155570984,150,True
AJUSTADA,BASELINE,14,1.525,125.93749856948853,150,True
AJUSTADA,BASELINE,15,1.5469387755102044,129.58816766738892,150,True
AJUSTADA,BASELINE,16,1.6005102040816326,134.65632247924805,150,True
AJUSTADA,BASELINE,17,1.6540816326530614,101.81959939002991,150,True
AJUSTADA,BASELINE,18,1.6596938775510204,98.81891107559204,150,True
AJUSTADA,BASELINE,19,1.5086734693877548,87.72486186027527,150,True
AJUSTADA,BASELINE,20,1.4714285714285709,84.88578772544861,150,True
AJUSTADA,BASELINE,21,1.4724489795918363,84.0200719833374,150,True
AJUSTADA,BASELINE,22,1.7025510204081633,88.3217511177063,150,True
AJUSTADA,BASELINE,23,1.6265306122448981,89.21883344650269,150,True
AJUSTADA,BASELINE,24,1.525,84.0604498386383,150,True
AJUSTADA,BASELINE,25,2.204081632653062,86.79672598838806,150,True
AJUSTADA,BASELINE,26,1.4663265306122444,84.08724689483643,150,True
AJUSTADA,BASELINE,27,1.4821428571428572,93.9618558883667,150,True
AJUSTADA,BASELINE,28,1.761734693877551,87.3588194847107,150,True
AJUSTADA,BASELINE,29,1.6632653061224492,87.7849931716919,150,True
AJUSTADA,BASELINE,30,1.941326530612245,612.8951008319855,150,True
