Instancia,Experimento,Seed,Fitness,Tiempo(s),Generaciones,Seleccion,Cruce,Mutacion
BASE,A3_Sel_Ranking,27,1.8364197530864197,119.42999124526978,150,ranking_lineal,bloques_verticales,hibrida_adaptativa
BASE,A3_Sel_Ranking,28,1.8179012345679006,118.55557632446289,150,ranking_lineal,bloques_verticales,hibrida_adaptativa
BASE,A3_Sel_Ranking,29,2.024691358024691,115.49171686172485,150,ranking_lineal,bloques_verticales,hibrida_adaptativa
BASE,A3_Sel_Ranking,30,2.135802469135802,118.74562859535217,150,ranking_lineal,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,1,1.7654320987654313,109.30556607246399,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,2,1.8549382716049383,116.59029412269592,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,3,1.7777777777777775,110.94216084480286,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,4,1.8641975308641971,112.1431097984314,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,5,1.8611111111111105,116.57476735115051,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,6,1.9228395061728394,111.55143022537231,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,7,1.7685185185185182,119.13467383384705,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,8,1.8333333333333335,145.54433631896973,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,9,1.824074074074073,122.69237041473389,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,10,1.9197530864197532,118.99092364311218,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,11,1.8364197530864192,113.22935652732849,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,12,1.8209876543209873,108.07038617134094,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,13,1.9382716049382709,111.65691208839417,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,14,1.8950617283950617,115.08923435211182,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,15,1.7777777777777777,109.86462736129761,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,16,1.790123456790123,118.90851044654846,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,17,1.632716049382716,121.3630588054657,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,18,1.9012345679012341,123.90017366409302,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,19,1.8611111111111112,126.34643840789795,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,20,1.891975308641975,118.71029758453369,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,21,1.7530864197530862,115.01256346702576,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,22,2.0123456790123453,109.35102558135986,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,23,1.70679012345679,111.37472772598267,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,24,1.8734567901234567,108.70166683197021,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,25,1.7716049382716044,114.58403491973877,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,26,2.0864197530864192,111.0652551651001,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,27,1.8240740740740737,108.79881024360657,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,28,1.9351851851851851,109.15732598304749,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,29,1.916666666666666,122.13640666007996,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
BASE,BASELINE,30,1.9259259259259252,119.11011505126953,150,torneo_deterministico,bloques_verticales,hibrida_adaptativa
